7ffada9684e8 -> 7ffada5ef690 | DATA | None
7ffada64965a -> EXTERNAL:00000016 | COMPUTED_CALL | checkCallbackClickable
7ffada61b7bb -> EXTERNAL:00000016 | COMPUTED_CALL | ccMouseHandler
7ffada61dd41 -> EXTERNAL:00000016 | COMPUTED_CALL | setCursorX
7ffada61de61 -> EXTERNAL:00000016 | COMPUTED_CALL | setCursorY
7ffada61d9a0 -> EXTERNAL:00000016 | COMPUTED_CALL | onMouseWheel
7ffada61d9e9 -> EXTERNAL:00000016 | COMPUTED_CALL | onMouseWheel
7ffada61daa9 -> EXTERNAL:00000016 | COMPUTED_CALL | pingCursor
7ffada61d6ae -> EXTERNAL:00000016 | COMPUTED_CALL | onMouseMove
7ffada61d70c -> EXTERNAL:00000016 | COMPUTED_CALL | onMouseMove
7ffada61d18f -> EXTERNAL:00000016 | COMPUTED_CALL | mouseButtonCommand_
7ffada61d1d8 -> EXTERNAL:00000016 | COMPUTED_CALL | mouseButtonCommand_
7ffada78d326 -> EXTERNAL:00000016 | COMPUTED_CALL | FUN_7ffada78d2c0
7ffada61c123 -> EXTERNAL:00000016 | COMPUTED_CALL | checkAutoHideCursor_
7ffada61eb27 -> EXTERNAL:00000016 | COMPUTED_CALL | updateVisible_
7ffada61e435 -> EXTERNAL:00000016 | COMPUTED_CALL | FUN_7ffada61e420
7ffada61e905 -> EXTERNAL:00000016 | COMPUTED_CALL | updateCursor_
7ffada61e28a -> EXTERNAL:00000016 | COMPUTED_CALL | FUN_7ffada61e1a0
7ffada61e0c9 -> EXTERNAL:00000016 | COMPUTED_CALL | setVisible
7ffada8467c0 -> EXTERNAL:00000017 | DATA | None
7ffada6693bb -> EXTERNAL:00000017 | COMPUTED_CALL | initialize
7ffada6693e2 -> EXTERNAL:00000017 | COMPUTED_CALL | initialize
7ffada669534 -> EXTERNAL:00000017 | COMPUTED_CALL | initialize
7ffada669555 -> EXTERNAL:00000017 | COMPUTED_CALL | initialize
7ffada800a8b -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800aaf -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800ad3 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800af7 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800b1b -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800b3f -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800b63 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800b87 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800bab -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800bcf -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800bf3 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800c17 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800c3b -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800c5f -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800c83 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800ca7 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800ccb -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800cef -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800d13 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800d37 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800d5b -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800d7f -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800da3 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada800dc7 -> EXTERNAL:00000017 | COMPUTED_CALL | FUN_7ffada800a50
7ffada62010f -> EXTERNAL:00000017 | COMPUTED_CALL | loadSounds
7ffada6e341c -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3440 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3464 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3488 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e34ac -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e34d0 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e34f4 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3518 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e353c -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3560 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3584 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e35a8 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e35cc -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e35f0 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3614 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3638 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e365c -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3680 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e36a4 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e36c8 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e36ec -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3710 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3734 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e3758 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e377c -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e37a0 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e37c4 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e37e8 -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6e380c -> EXTERNAL:00000017 | COMPUTED_CALL | regLua
7ffada6d799a -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d79ba -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d79da -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d79fa -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d7a2a -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d7a4a -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada6d7a6a -> EXTERNAL:00000017 | COMPUTED_CALL | pushParametersToConfig
7ffada846818 -> EXTERNAL:00000022 | DATA | None
7ffada819d8a -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada819c70
7ffada7d3ed8 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada7d3ea0
7ffada7d4031 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada7d3ea0
7ffada803f23 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada803ec0
7ffada792a7c -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada792760
7ffada764ab9 -> EXTERNAL:00000022 | COMPUTED_CALL | create_gun_mount_data
7ffada7d40f0 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada7d40b0
7ffada7d4267 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada7d40b0
7ffada804149 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada804050
7ffada6680a2 -> EXTERNAL:00000022 | COMPUTED_CALL | add_note
7ffada7d77d6 -> EXTERNAL:00000022 | COMPUTED_CALL | initialize
7ffada66754a -> EXTERNAL:00000022 | COMPUTED_CALL | OnCockpitEvent
7ffada806c81 -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada806b50
7ffada806bfd -> EXTERNAL:00000022 | COMPUTED_CALL | FUN_7ffada806b50
7ffada646526 -> EXTERNAL:00000022 | COMPUTED_CALL | setCabins
7ffada846828 -> EXTERNAL:00000024 | DATA | None
7ffada648a81 -> EXTERNAL:00000024 | COMPUTED_CALL | avDevice_BasicTimer
7ffada7fb6d9 -> EXTERNAL:00000024 | COMPUTED_CALL | FUN_7ffada7fb520
7ffada6a304e -> EXTERNAL:00000024 | COMPUTED_CALL | FUN_7ffada6a2f00
7ffada64a2ac -> EXTERNAL:00000024 | COMPUTED_CALL | make_default_activity
7ffada6edc6c -> EXTERNAL:00000024 | COMPUTED_CALL | sendAircraftTransponderMessage
7ffada81c779 -> EXTERNAL:00000024 | COMPUTED_CALL | FUN_7ffada81c6b0
7ffada81c75e -> EXTERNAL:00000024 | COMPUTED_CALL | FUN_7ffada81c6b0
7ffada7d785d -> EXTERNAL:00000024 | COMPUTED_CALL | initialize
7ffada6b708a -> EXTERNAL:00000024 | COMPUTED_CALL | FUN_7ffada6b6f60
7ffada846830 -> EXTERNAL:00000025 | DATA | None
7ffada649872 -> EXTERNAL:00000025 | COMPUTED_CALL | close_LuaState
7ffada668fed -> EXTERNAL:00000025 | COMPUTED_CALL | init_waypoints
7ffada6f3ff4 -> EXTERNAL:00000025 | COMPUTED_CALL | perform_init_state
7ffada6db8f2 -> EXTERNAL:00000025 | COMPUTED_CALL | FUN_7ffada6db8a0
7ffada7cb7be -> EXTERNAL:00000025 | COMPUTED_CALL | initialize
7ffada77b1b6 -> EXTERNAL:00000025 | COMPUTED_CALL | initialize
7ffada68ad80 -> EXTERNAL:00000025 | COMPUTED_CALL | lua_hook_launch
7ffada6ea6fb -> EXTERNAL:00000025 | COMPUTED_CALL | save_settings
7ffada64a186 -> EXTERNAL:00000025 | COMPUTED_CALL | lua_call_SetCommand
7ffada79527e -> EXTERNAL:00000025 | COMPUTED_CALL | initialize
7ffada6dd106 -> EXTERNAL:00000025 | COMPUTED_CALL | FUN_7ffada6dd0b0
7ffada78512e -> EXTERNAL:00000025 | COMPUTED_CALL | on_change_mode
7ffada66d077 -> EXTERNAL:00000025 | COMPUTED_CALL | update
7ffada66ce39 -> EXTERNAL:00000025 | COMPUTED_CALL | release
7ffada66cf6a -> EXTERNAL:00000025 | COMPUTED_CALL | set_damage
7ffada6dcdbe -> EXTERNAL:00000025 | COMPUTED_CALL | FUN_7ffada6dcbe0
7ffada66c68c -> EXTERNAL:00000025 | COMPUTED_CALL | OnCockpitEvent
7ffada66c7bb -> EXTERNAL:00000025 | COMPUTED_CALL | checkAnimationConditions
7ffada7ec7a1 -> EXTERNAL:00000025 | COMPUTED_CALL | NextEvent
7ffada787d62 -> EXTERNAL:00000025 | COMPUTED_CALL | check_page
7ffada6eec7c -> EXTERNAL:00000025 | COMPUTED_CALL | update
7ffada6ee8db -> EXTERNAL:00000025 | COMPUTED_CALL | checkAnimationConditions
7ffada6eebc9 -> EXTERNAL:00000025 | COMPUTED_CALL | release
7ffada6ee7ac -> EXTERNAL:00000025 | COMPUTED_CALL | OnCockpitEvent
7ffada846838 -> EXTERNAL:00000026 | DATA | None
7ffada6e9e10 -> EXTERNAL:00000026 | COMPUTED_CALL | load_settings
7ffada6e9cf9 -> EXTERNAL:00000026 | COMPUTED_CALL | load_settings
7ffada66959f -> EXTERNAL:00000026 | COMPUTED_CALL | initialize
7ffada64a6a5 -> EXTERNAL:00000026 | COMPUTED_CALL | start
7ffada82235d -> EXTERNAL:00000026 | COMPUTED_CALL | FUN_7ffada822240
7ffada822486 -> EXTERNAL:00000026 | COMPUTED_CALL | FUN_7ffada822240
7ffada846840 -> EXTERNAL:00000027 | DATA | None
7ffada668fd2 -> EXTERNAL:00000027 | COMPUTED_CALL | init_waypoints
7ffada787d44 -> EXTERNAL:00000027 | COMPUTED_CALL | check_page
7ffada846848 -> EXTERNAL:00000028 | DATA | None
7ffada668ffc -> EXTERNAL:00000028 | COMPUTED_CALL | init_waypoints
7ffada66903a -> EXTERNAL:00000028 | COMPUTED_CALL | init_waypoints
7ffada669048 -> EXTERNAL:00000028 | COMPUTED_CALL | init_waypoints
7ffada665dd4 -> EXTERNAL:00000028 | COMPUTED_CALL | FUN_7ffada665dd0
7ffada787d71 -> EXTERNAL:00000028 | COMPUTED_CALL | check_page
7ffada787daf -> EXTERNAL:00000028 | COMPUTED_CALL | check_page
7ffada787dbd -> EXTERNAL:00000028 | COMPUTED_CALL | check_page
7ffada846850 -> EXTERNAL:00000029 | DATA | None
7ffada66901f -> EXTERNAL:00000029 | COMPUTED_CALL | init_waypoints
7ffada787d94 -> EXTERNAL:00000029 | COMPUTED_CALL | check_page
7ffada846990 -> EXTERNAL:00000051 | DATA | None
7ffada659e20 -> EXTERNAL:00000051 | COMPUTED_CALL | getUnitSystemType
7ffada641ee5 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada681fac -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6f9e64 -> EXTERNAL:00000051 | COMPUTED_CALL | post_initialize
7ffada6e9e87 -> EXTERNAL:00000051 | COMPUTED_CALL | load_settings
7ffada609ffa -> EXTERNAL:00000051 | COMPUTED_CALL | makeElementsTree
7ffada701a92 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6f9a2e -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada701c5d -> EXTERNAL:00000051 | COMPUTED_CALL | load_presets
7ffada6c9cd9 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6b9b69 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7f1db1 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7f15f0
7ffada7f15ab -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7f1450
7ffada6a9918 -> EXTERNAL:00000051 | COMPUTED_CALL | check_service_provider
7ffada6d253c -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada641763 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6398ac -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada641264 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7f1177 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7f1090
7ffada66923b -> EXTERNAL:00000051 | COMPUTED_CALL | init_zones
7ffada7290d2 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6e95cd -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada669df6 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada669e02 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada821204 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada820d30
7ffada821054 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada820d30
7ffada7f1048 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7f0fd0
7ffada751028 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada751e0b -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6e9311 -> EXTERNAL:00000051 | COMPUTED_CALL | init_dialog_panel
7ffada650f42 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada690f5f -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6e8a88 -> EXTERNAL:00000051 | COMPUTED_CALL | OnCockpitEvent
7ffada800dd2 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada800a50
7ffada6690ac -> EXTERNAL:00000051 | COMPUTED_CALL | init_waypoints
7ffada6690b8 -> EXTERNAL:00000051 | COMPUTED_CALL | init_waypoints
7ffada6f08e2 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada700830 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7f028b -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7f01c0
7ffada7382dc -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada620362 -> EXTERNAL:00000051 | COMPUTED_CALL | loadSounds
7ffada638527 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada780bee -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada690350 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6442d8 -> EXTERNAL:00000051 | COMPUTED_CALL | load_from_state
7ffada6fc065 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6f40fa -> EXTERNAL:00000051 | COMPUTED_CALL | perform_init_state
7ffada703f81 -> EXTERNAL:00000051 | COMPUTED_CALL | post_initialize
7ffada6f3eca -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6dbb5f -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada6db8a0
7ffada67c0e1 -> EXTERNAL:00000051 | COMPUTED_CALL | loadWaypoints
7ffada735033 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada73503f -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada69bb5c -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada65b520 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada63b796 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6eb316 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada663493 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada78b819 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada70b8c2 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6e3825 -> EXTERNAL:00000051 | COMPUTED_CALL | regLua
7ffada683433 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada632e0c -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada64af00 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada692f70 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada702c95 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada78b0aa -> EXTERNAL:00000051 | COMPUTED_CALL | initPages
7ffada6f26f1 -> EXTERNAL:00000051 | COMPUTED_CALL | post_initialize
7ffada6d277d -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada6d25b0
7ffada7930de -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada792760
7ffada792a36 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada792760
7ffada64a6d5 -> EXTERNAL:00000051 | COMPUTED_CALL | start
7ffada64a24b -> EXTERNAL:00000051 | COMPUTED_CALL | make_default_activity
7ffada7d2a03 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7d23e0
7ffada7d29f8 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7d23e0
7ffada7924b1 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada822390 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada822240
7ffada8224b9 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada822240
7ffada685e16 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada63e0d9 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6d5fc8 -> EXTERNAL:00000051 | COMPUTED_CALL | add_guard_receiver
7ffada65e069 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada8264e6 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada825e60
7ffada68d954 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada66da6e -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7c5851 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7459d2 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada605b54 -> EXTERNAL:00000051 | COMPUTED_CALL | create_device
7ffada6dd320 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada6dd0b0
7ffada7ed13d -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7ed060
7ffada6fd5a4 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6165ba -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada61566f -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada80562c -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada804ef0
7ffada71d9f2 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada684b34 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada695077 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6dcff7 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada6dcbe0
7ffada73c7dc -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6049bb -> EXTERNAL:00000051 | COMPUTED_CALL | create_additional_services
7ffada604e26 -> EXTERNAL:00000051 | COMPUTED_CALL | create_additional_services
7ffada604a3b -> EXTERNAL:00000051 | COMPUTED_CALL | create_additional_services
7ffada604f3e -> EXTERNAL:00000051 | COMPUTED_CALL | create_additional_services
7ffada63431c -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6acd2f -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada684416 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada787e37 -> EXTERNAL:00000051 | COMPUTED_CALL | check_page
7ffada6079a3 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada607900
7ffada63f968 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada697a71 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada65fcfd -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada607d11 -> EXTERNAL:00000051 | COMPUTED_CALL | init_unit
7ffada6e788e -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada6e76b0
7ffada7d8234 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7d7738 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6476dc -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6ff40a -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6970af -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada706e2b -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada74708c -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada8086ac -> EXTERNAL:00000051 | COMPUTED_CALL | init
7ffada706f26 -> EXTERNAL:00000051 | COMPUTED_CALL | post_initialize
7ffada64eece -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada636b25 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada636b30 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada66ed49 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada68ee43 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6d6823 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada7fe6df -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada7fe4f0
7ffada67e8aa -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada686834 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada65e763 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada686228 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada81e259 -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada81e0d0
7ffada806b1a -> EXTERNAL:00000051 | COMPUTED_CALL | FUN_7ffada806370
7ffada78e618 -> EXTERNAL:00000051 | COMPUTED_CALL | set_render_materials
7ffada737205 -> EXTERNAL:00000051 | COMPUTED_CALL | process_emitter_for_db
7ffada6965f3 -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada6fe58d -> EXTERNAL:00000051 | COMPUTED_CALL | initialize
7ffada8469c8 -> EXTERNAL:00000058 | DATA | None
7ffada62c2a0 -> EXTERNAL:00000058 | COMPUTED_JUMP | ed_cockpit_close_lua_state
7ffada60a009 -> EXTERNAL:00000058 | COMPUTED_CALL | makeElementsTree
7ffada6498ba -> EXTERNAL:00000058 | COMPUTED_CALL | close_LuaState
7ffada6e10d6 -> EXTERNAL:00000058 | COMPUTED_CALL | initializeContextIndependent
7ffada618e2d -> EXTERNAL:00000058 | COMPUTED_CALL | release
7ffada6e0f19 -> EXTERNAL:00000058 | COMPUTED_CALL | initializeAll
7ffada7831fe -> EXTERNAL:00000058 | COMPUTED_CALL | ~ccDrawable
7ffada8264ef -> EXTERNAL:00000058 | COMPUTED_CALL | FUN_7ffada825e60
7ffada60d942 -> EXTERNAL:00000058 | COMPUTED_CALL | initialize
7ffada7845a9 -> EXTERNAL:00000058 | COMPUTED_CALL | release
7ffada604e3a -> EXTERNAL:00000058 | COMPUTED_CALL | create_additional_services
7ffada824321 -> EXTERNAL:00000058 | COMPUTED_CALL | FUN_7ffada8242f0
7ffada7ef664 -> EXTERNAL:00000058 | COMPUTED_CALL | freeSharedStates
7ffada7ef6af -> EXTERNAL:00000058 | COMPUTED_CALL | freeSharedStates
7ffada7ef696 -> EXTERNAL:00000058 | COMPUTED_CALL | freeSharedStates
7ffada7ef67d -> EXTERNAL:00000058 | COMPUTED_CALL | freeSharedStates
7ffada8469d8 -> EXTERNAL:0000005a | DATA | None
7ffada7b1c9d -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7b1b10
7ffada641164 -> EXTERNAL:0000005a | COMPUTED_CALL | initialize
7ffada66962a -> EXTERNAL:0000005a | COMPUTED_CALL | initialize
7ffada60888f -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada6087a0
7ffada6088c9 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada6087a0
7ffada60919d -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada6087a0
7ffada6201af -> EXTERNAL:0000005a | COMPUTED_CALL | loadSounds
7ffada643fd6 -> EXTERNAL:0000005a | COMPUTED_CALL | load_from_state
7ffada643fb4 -> EXTERNAL:0000005a | COMPUTED_CALL | load_from_state
7ffada802b95 -> EXTERNAL:0000005a | COMPUTED_CALL | read_airdrome_id
7ffada78abc1 -> EXTERNAL:0000005a | COMPUTED_CALL | initPages
7ffada78ad3d -> EXTERNAL:0000005a | COMPUTED_CALL | initPages
7ffada5fca6d -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada5fa580
7ffada7d2705 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7d23e0
7ffada7d2790 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7d23e0
7ffada7b55f8 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7b5530
7ffada7b52f3 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7b5270
7ffada71d28b -> EXTERNAL:0000005a | COMPUTED_CALL | initialize
7ffada60437e -> EXTERNAL:0000005a | COMPUTED_CALL | create_additional_services
7ffada7b4331 -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7b42c0
7ffada7b434d -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada7b42c0
7ffada61766e -> EXTERNAL:0000005a | COMPUTED_CALL | FUN_7ffada617420
